Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
09/15/2016,Credit card,,Closing/Cancelling account,,"Citi does not provide a means to cancel a credit card on their website, nor do they provide any information on how to do so anywhere in their FAQ 's, etc. It is very easy to open a card and there is plenty of information on how to do so. I do n't see why this is allowed - if it is this easy to open an account then why is it not easy to close one? Why is there no information provided? This is a card I do n't use with a XXXX balance and simply do not want to be charged a fee for it. I ca n't think of other products where this is acceptable.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,CA,941XX,,Consent provided,Web,09/15/2016,Closed with explanation,Yes,,2110743
07/19/2016,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",FL,32503,,,Postal mail,07/20/2016,Closed with explanation,Yes,No,2019542
10/28/2016,Consumer Loan,Vehicle loan,Managing the loan or lease,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Wells Fargo & Company,NJ,087XX,,Other,Web,11/01/2016,Closed with explanation,Yes,,2184239
09/29/2016,Credit card,,Identity theft / Fraud / Embezzlement,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,MO,63108,,Consent not provided,Web,09/29/2016,Closed with non-monetary relief,Yes,,2139052
10/12/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,NY,10116,,,Postal mail,10/25/2016,Closed with explanation,Yes,,2157022
03/02/2016,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,AZ,85050,,,Postal mail,03/04/2016,Closed with explanation,Yes,No,1813400
01/11/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,Company chooses not to provide a public response,Barclays PLC,CO,80452,,,Referral,01/13/2016,Closed with explanation,Yes,No,1737523
03/05/2012,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,PNC Bank N.A.,MI,48003,,,Referral,03/08/2012,Closed with relief,Yes,No,31947
08/30/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,HSBC North America Holdings Inc.,UT,84601,,,Referral,09/02/2016,Closed with explanation,Yes,No,2087311
09/15/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,TN,37130,,,Web,09/16/2013,Closed with non-monetary relief,Yes,No,526503
09/18/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,LA,71302,,,Web,09/19/2013,Closed with explanation,Yes,No,533294
07/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,VA,22630,,,Web,07/31/2013,Closed with explanation,Yes,No,493137
06/26/2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"This company continues to report on my credit report after I sent them a letter telling them that this account was not mine and I have no idea what it is or who it belongs to! 

I asked for proof of a signed contract, I asked for a license to collect in my state, I asked for copies of all information referenced for this debt and still to date, I have not received anything but harassment from this company! 

THIS IS NOT MY DEBT! 

I WANT THIS ACCOUNT REMOVED FROM MY CREDIT REPORT AND THIS COMPANY TO STOP CONTACTING ME IMMEDIATELY! 
",,Encore Capital Group,TX,770XX,,Consent provided,Web,06/26/2015,Closed with non-monetary relief,Yes,No,1440928
03/07/2012,Bank account or service,Savings account,Deposits and withdrawals,,,,Banco Popular North America,FL,55584,,,Referral,04/19/2012,Closed without relief,Yes,No,26544
09/06/2013,Credit reporting,,Credit monitoring or identity protection,Problem cancelling or closing account,,,Experian,CA,95123,,,Web,09/06/2013,Closed with explanation,Yes,No,517981
05/19/2016,Credit reporting,,Incorrect information on credit report,Account terms,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Wells Fargo & Company,MD,21040,,Consent not provided,Web,05/26/2016,Closed with non-monetary relief,Yes,No,1933942
03/20/2012,Credit card,,Credit reporting,,,,Capital One,UT,84065,,,Web,03/21/2012,Closed without relief,Yes,No,37358
08/20/2015,Consumer Loan,Installment loan,Managing the loan or lease,,,Company believes the complaint is the result of a misunderstanding,Evergreen Financial Services Inc.,AZ,86535,,,Phone,09/02/2015,Closed with explanation,Yes,Yes,1528523
06/21/2016,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Bank of America,WA,98271,,Consent not provided,Web,06/22/2016,Closed with explanation,Yes,No,1979245
05/16/2016,Bank account or service,Checking account,"Account opening, closing, or management",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. Bancorp,MO,63146,,,Phone,05/16/2016,Closed with explanation,Yes,No,1926413
07/14/2016,Credit reporting,,Incorrect information on credit report,Public record,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",NY,10040,,Consent not provided,Web,07/14/2016,Closed with explanation,Yes,Yes,2012514
08/08/2016,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,"I have been working in good faith on a short sale with Wells Fargo. They initially drug their feet causing my first buyer to walk away. They only approved the sale after my first CFPB complaint. By then it was too late. Then we submitted a new offer for a sale and again Wells Fargo delayed the process only to deny the sale using a XXXX that was XXXX XXXX XXXX for a value. I again filed a CFPB complaint. They assured me they would do a new value if I found a new buyer. I have a new buyer and again Wells Fargo is dragging their feet, asking for documents over an over again. In the mean time I have received nearly XXXX denial letters stating they could not offer assistance because of no change in my circumstances? Also, when I call, they tell me nothing has been in review since XXXX, yet then ask for more documents. Which is it? Is there an active short sale or not? Now they have a sale date scheduled and their attorney some how obtained a judgement without every notifying me of the court hearing. I believe Wells Fargo is keeping the Short Sale "" inactive '' so they can dual-track.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Wells Fargo & Company,AZ,851XX,,Consent provided,Web,08/08/2016,Closed with explanation,Yes,No,2052443
09/03/2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"XXXX from Featured Mediation called and left a message on my home phone on XXXX/XXXX/15 at XXXX. She said she was calling for my brother ( who lives in another state ) to collect a debt. My number is unlisted and further more my brother and I seldom communicate, less than once a year on cell phone, he does n't even know my home phone. I did not return her call as this whole thing sounds fishy. 
",,"Featured Mediation, LLC",UT,843XX,,Consent provided,Web,09/03/2015,Closed with explanation,No,No,1551395
12/19/2012,Mortgage,Other mortgage,Credit decision / Underwriting,,,,Wells Fargo & Company,PA,15239,,,Referral,12/20/2012,Closed with explanation,Yes,Yes,213863
05/15/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",SC,29627,,Consent not provided,Web,05/15/2015,Closed with explanation,Yes,No,1378793
04/20/2016,Credit card,,Billing disputes,,"My Citibank credit card XXXX was paid in full in XXXX. Early XXXX I received a statement for this account showing a new balance, and I had already cancelled the account and no new charges were placed. I emailed Citibank and received a reply on XXXX/XXXX/XXXX that my account balance was {$0.00}. Now I received a letter from XXXX XXXX collection agency that I owe {$180.00} and it is being reported to the credit bureau as past due. I again emailed Citibank who will no longer respond. I need to get this account removed from the collection agency ; removed from my credit report with a corrected status of paid in full and not delinquent. 
",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,OH,430XX,Older American,Consent provided,Web,04/20/2016,Closed with monetary relief,Yes,No,1889146
02/02/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",MA,02145,,,Web,02/02/2015,Closed with explanation,Yes,No,1220917
05/29/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,95136,,,Referral,07/02/2015,Closed with explanation,Yes,No,1397251
03/12/2015,Credit card,,Late fee,,,,Synchrony Financial,MN,55423,,,Referral,03/18/2015,Closed with explanation,Yes,No,1279834
05/09/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing LLC,FL,333XX,,Other,Web,05/11/2016,Closed with explanation,Yes,Yes,1915720
10/13/2015,Bank account or service,Savings account,Deposits and withdrawals,,"On XX/XX/XXXX my mother told me come down to U.S. Bank, I went down to U.S. Bank and was met by my mother and my sister I sat down with the banker and my mother said my father wanted me to have his savings account, her and I were both pay on death of my father 's account. So after XXXX min of paperwork with the banker I was issued a cashiers check for {$41000.00} I then took the cashiers check and opened a new checking and savings account within US Bank in my soul name and deposited the money within the savings account. So then 11 months later after a falling out with my mother in XX/XX/XXXX on or about XX/XX/XXXX l received a call from US Bank telling me my account has been frozen that my mother had come in to the bank on or about XX/XX/XXXX saying she never got her {$20000.00} and that if I do n't provide proof that my mother has no interest in my account that they will be giving her {$20000.00}. So I contacted the district manager and she informed me that there 's nothing I can do about it and that when my fathers Account was closed the banker did n't do the paperwork right. So I went down to the bank and spoke with them and I repeatedly told them this was my account and it had nothing to do with the previous account that had already been closed this account is only in my name and has no ties to my mother or my deceased father 's previous account. After two weeks of contacting corporate and speaking with countless people and everybody saying that that 's not right that this ca n't happen then told me to speak with the District manager and that it was her decision so, to no avail on XX/XX/XXXX they withdrew {$20000.00} and gave it to my mother. I even opened a case with the XXXX and us banks District managers response was that they will stand by their decision and that they considered this is an error on my account and they have to right to disperse my funds how they see fit and that they were unable to obtain security footage from the day of XX/XX/XXXX which leads me to believe that my mother is saying she was not there when my fathers account was closed? On any pay on death all parties must be present when account is closed she had and was there for his account to be closed I tried to obtain any of the sign documents from the bank but they informed me they do not keep any records and that they do not have any of the signed documents from my fathers account being closed. So all the paperwork my mother and I signed the day of XX/XX/XXXX when my mother had to provide the death certificate to be able to close my father 's account cause my mothers name was n't on my fathers account it was his soul account, they tell me there 's nothing? I do n't understand how there can be no paperwork for an account being closed due to death for {$41000.00}. The paperwork had to be reviewed and signed off by upper management before I could be issued the cashiers check. How is it possible that the bank will allow a person to come back 11 months later and take something that is not theirs. I brought all these things up with the district manager but it fell upon deaf ears. The district manager would not help me all she would tell me is it is unfortunate. I also ask the district manager to refer this to the Superior Court to be heard in civil court but she declined and chose to disperse my funds. 
",Company chooses not to provide a public response,U.S. Bancorp,CA,935XX,,Consent provided,Web,10/13/2015,Closed with explanation,Yes,No,1604792
